2	6	51.83	51.82	0.01	0.02%	Multi Color Baseball & Snapback Hat For Men
2	7	28.39	28.38	0.01	0.04%	Gym Training Sports Fitness Weightlifting Wrist Wrap Gloves (L,black/blue)
3	19	40.74	40.73	0.01	0.02%	Brown Cowboy Hat For Men
4	12	33.78	33.76	0.02	0.06%	Sand Beach Mesh Storage Bag For Kids Summer Beach Shell Toys Clothes Tote Bags
4	16	17.98	17.97	0.01	0.06%	Gear S3 Frontier/Classic Watch Band Soft Silicone Man Watch Replacement Bracelet Strap for Samsung Gear S3
5	5	43.96	43.95	0.01	0.02%	Silicone Baby Teether Pacifier Glove Natural Thumb Sound Teething Chewable Nursing Beads Child Give Up Sucking Fingers
7	2	22.2	22.0	0.2	0.9%	Cartoon Baby Toys 0-12 Months Soft Animal Baby Rattles Wrist Strap Baby Foot Socks
18	16	21.8	21.79	0.01	0.05%	Wayfarer Sunglasses For Women, Clear
2018-08-16 13:32:55	2	9	60.75	60.74	0.01	0.02%	Cat Dog Toilet Training Device
2018-08-16 13:33:01	3	7	42.0	41.99	0.01	0.02%	Educational Toy Math for children ,Multi Color
2018-08-16 13:53:27	2	8	21.96	21.95	0.01	0.05%	Acquarium joyful accessory Luminous fish tank Landscaping Decoration Simulation fluorescent jellyfish floating soft jelly fish Imitation fish-voc,pink
2018-08-16 13:53:57	8	18	57.87	57.86	0.01	0.02%	Kemei KM-2209 Professional Electronic Hair Straightener Hair Curler 2 in 1 Irons 90W Hairstyling Portable Flat Straightening Corrugated Curling Styling Tools EU Plug
2018-08-16 14:24:17	1	5	21.95	21.94	0.01	0.05%	Acquarium joyful accessory Luminous fish tank Landscaping Decoration Simulation fluorescent jellyfish floating soft jelly fish Imitation fish-voc,pink
2018-08-16 14:32:53	1	1	21.94	21.93	0.01	0.05%	Acquarium joyful accessory Luminous fish tank Landscaping Decoration Simulation fluorescent jellyfish floating soft jelly fish Imitation fish-voc,pink
2018-08-16 14:32:54	1	10	31.19	31.18	0.01	0.03%	Ice Ball Maker Mold 4.5cm Spheres Essential Silicone Round Ice Ball Sphere Maker Molds
2018-08-16 14:58:11	2	20	34.45	34.4	0.05	0.15%	Wooden FIshing Sets Educational Toys
2018-08-16 15:16:41	6	14	84.6	84.59	0.01	0.01%	Head bed baby nursing breastfeeding u shape pillow - Panda Pattern
2018-08-16 15:37:29	1	9	21.93	21.9	0.03	0.14%	Acquarium joyful accessory Luminous fish tank Landscaping Decoration Simulation fluorescent jellyfish floating soft jelly fish Imitation fish-voc,pink
2018-08-16 15:37:38	3	4	51.6	51.5	0.1	0.19%	Multi Color Baseball & Snapback Hat For Men
2018-08-16 15:44:22	12	8	31.5	31.2	0.3	0.95%	Brown Straw Cowboy Hat For Men
2018-08-16 16:34:35	1	1	31.2	31.1	0.1	0.32%	Brown Straw Cowboy Hat For Men
2018-08-16 16:43:08	7	8	36.92	36.89	0.03	0.08%	Grip Suction Mount Handle
2018-08-16 16:56:07	3	2	35.85	35.84	0.01	0.03%	White Cowboy Hat For Kids
2018-08-16 17:30:30	6	7	90.29	90.28	0.01	0.01%	Funny Skeleton Coin Bank Moneybox
2018-08-16 17:36:11	3	10	44.96	44.95	0.01	0.02%	Pokemon Mega Charizard Large Plush Toys
2018-08-16 22:16:38	1	19	37.84	37.83	0.01	0.03%	Premium Flexible Silicone Round Spheres Ice Tray- Molds 4 X 4.5cm Round Ice Ball Spheres
2018-08-16 22:49:57	1	19	31.17	31.16	0.01	0.03%	Ice Ball Maker Mold 4.5cm Spheres Essential Silicone Round Ice Ball Sphere Maker Molds
2018-08-17 10:26:10	4	8	27.0	26.99	0.01	0.04%	Men leather videng polo brand casual travel messenger bag small cross body business handbag Black
2018-08-17 10:26:24	7	9	43.94	43.9	0.04	0.09%	Silicone Baby Teether Pacifier Glove Natural Thumb Sound Teething Chewable Nursing Beads Child Give Up Sucking Fingers
2018-08-17 10:27:21	18	16	38.99	38.9	0.09	0.23%	8 pcs Jurassic Park World Dinosaur Puzzle toy building blocks toys for children
2018-08-17 10:27:26	19	13	97.38	97.37	0.01	0.01%	New style Beach Toys Deluxe Playset for Kids 12 pcs Large Dump Truck Sand Shovel Set
2018-08-17 10:30:42	12	19	85.0	84.9	0.1	0.12%	Funky Men Earring Magnet Clip with Superman Printed Single Piece
2018-08-18 13:37:35	2724599683472	3	4	112.89	112.79	0.09	0.0%	Waterproof Cute 3D Spiderman Children Backpacks Baby School Bags For Boys Cartoon Backpack Kids -xx
2018-08-18 13:37:58	2724450552817	3	6	47.99	47.98	0.0	0.0%	18K Gold-Plated Cat's Eye Diamond Ring for Men Size US9
2018-08-18 13:38:40	2724448719987	3	9	35.81	35.8	0.0	0.0%	White Cowboy Hat For Kids
2018-08-18 13:38:52	2724448953671	3	10	78.71	78.7	0.0	0.0%	Jinbaolai Black Leather For Men - Zip Around Wallets
2018-08-18 13:39:04	2724336739684	3	11	30.99	30.98	0.0	0.0%	Brown Straw Cowboy Hat For Men
2018-08-18 13:39:23	2724312913787	3	12	32.62	32.61	0.0	0.0%	Pockets Credit Card Holder Dull Clutch Bifold Mens Coin Purse Wallet
2018-08-18 13:41:55	2724446881129	1	10	27.96	27.95	0.0	0.0%	The Witcher 3 Wild Hunt Wolf head Necklace Pendant- SS0024
2018-08-18 13:42:06	2724337980559	1	11	27.58	27.57	0.0	0.0%	PK-807 Fashionable Stainless Steel with Skeleton Skull Pendant Necklace for Men
2018-08-18 13:42:17	2724327922224	1	12	87.88	87.87	0.0	0.0%	Korean version Fashion Trend girl college double shoulder bag Backpack HH99 green
2018-08-18 13:42:35	2724343433704	1	13	60.68	60.67	0.0	0.0%	Cat Dog Toilet Training Device
2018-08-18 13:42:46	2724330646087	1	14	37.84	37.83	0.0	0.0%	Baby sliding closet door window lock
2018-08-18 13:43:07	2724312230778	1	16	14.43	14.42	0.0	0.0%	Digital LCD Display Temperature Humidity Meter Hygrometer Clock Calendar HTC-1
2018-08-18 13:43:30	2724450014667	1	18	35.43	35.42	0.0	0.0%	Metal set auger black belt drill masquerade half a face mask, wrought iron
2018-08-18 13:43:43	2724339631992	1	19	31.12	31.11	0.0	0.0%	Ice Ball Maker Mold 4.5cm Spheres Essential Silicone Round Ice Ball Sphere Maker Molds
2018-08-18 13:43:53	2724447747806	1	20	87.97	87.96	0.0	0.0%	Newborn Baby Pillows Multifunction Nursing Pillow Toddler Soft Cotton Adjustable Pillow Nursing Hold For Mom
2018-08-18 13:44:12	2724449401249	2	1	106.0	105.99	0.0	0.0%	ORP-2069 LCD Digital Type Red Pen PH Tester Water Quantity Pool Tester ORP Meter
2018-08-18 13:44:23	2724338234217	2	2	47.75	47.74	0.0	0.0%	Minecraft 3 inch Hangers/Action Figures Complete Party Bag set of 10
2018-08-18 13:44:41	2724317853149	2	3	33.86	33.85	0.0	0.0%	Fashionable Multi Function crossbody bag for ladies M-8
2018-08-18 13:44:52	2724342560562	2	4	41.97	41.96	0.0	0.0%	Mens Hip Hop 18k Real Gold Silver Plated Pendant Necklace Small finger Chain
2018-08-18 13:45:03	2724337700935	2	5	17.97	17.96	0.0	0.0%	Portable Credit Card Size Casino Bar Travel Wine Bottle Opener (Silver)
2018-08-18 13:45:15	2724287985116	2	6	42.63	42.62	0.0	0.0%	Women Men Trendy Unisex Fedora Trilby Gangster Cap Summer Beach Sun Straw Panama Hat Sunhat Belt GH3115 White
2018-08-18 13:45:26	2724277742323	2	7	36.85	36.83	0.01	0.0%	Grip Suction Mount Handle
2018-08-18 13:45:39	2724341621523	2	8	42.97	42.96	0.0	0.0%	Mermaid Pillow Case, Play Tailor Magic Reversible Sequins Pillow Cover Throw Cushion Case 39x39CM, off-white and Gold
2018-08-18 13:45:52	2724337444907	2	9	15.92	15.91	0.0	0.0%	Multi Color Cotton Visor Hat For Unisex
2018-08-18 13:46:03	2724337384340	2	10	41.9	41.89	0.0	0.0%	Mens Coin Purse Pockets Credit Card Holder Dull Clutch Bifold Wallet
2018-08-18 13:46:14	2724311190455	2	11	51.97	51.96	0.0	0.0%	Natural Crystal Black Onyx Obsidian Beads Multilayer Men's Bracelet
2018-08-18 13:46:27	2724456211190	2	12	75.83	75.82	0.0	0.0%	Jinbaolai Brown Synthetic For Men - Card & ID Cases
2018-08-18 13:46:38	2724448976304	2	13	64.98	64.97	0.0	0.0%	Men Ring Titanium Steel Vintga Classic Red Diamond Ring for Male US9mr8
2018-08-18 13:46:41	2724462829495	2	14	97.85	97.83	0.01	0.0%	Medicine Pill Jewelry Storage Organizer Box Plastic Adjustable Tablet Container Drug Storage Box
2018-08-18 13:46:43	2724464115855	2	15	51.43	51.41	0.01	0.0%	Multi Color Baseball & Snapback Hat For Men
2018-08-18 13:46:57	2724447356657	2	16	38.88	38.87	0.0	0.0%	Europe Style Men Shirt Cufflinks Fashion Casual Businessman Sleeve Button
2018-08-18 13:47:09	2724317040761	2	17	86.48	86.47	0.0	0.0%	Classic 6 Hooks (for Women) Thermal Corset Natural Latex Free Size( Xl,2xl,3xl) Black Color
2018-08-18 13:48:27	2724468859960	3	2	39.84	39.83	0.0	0.0%	Medium Brown Cowboy Hat For Men
2018-08-18 13:48:48	2724334710562	3	4	37.71	37.7	0.0	0.0%	Pistol Model Men Cufflinks cuff119
2018-08-18 13:50:46	2724331202503	3	14	29.89	29.88	0.0	0.0%	Folding men cowboy hat outdoor large brimmed YLDZ1-2
2018-08-18 13:51:00	2724326397429	3	15	30.92	30.91	0.0	0.0%	Mens Coin Purse Pockets Credit Card Holder Dull Clutch Bifold Wallet
2018-08-18 13:51:20	2724470472034	3	16	40.59	40.58	0.0	0.0%	Brown Cowboy Hat For Men
2018-08-18 13:51:32	2724511971601	3	17	31.95	31.93	0.01	0.0%	Sand Beach Mesh Storage Bag For Kids Summer Beach Shell Toys Clothes Tote Bags
2018-08-18 13:51:46	2724454538220	3	18	88.98	88.97	0.0	0.0%	Head bed baby nursing breastfeeding u shape pillow - Black house Pattern
2018-08-18 13:51:58	2724342751762	3	19	44.8	44.79	0.0	0.0%	Pokemon Mega Charizard Large Plush Toys
2018-08-18 13:52:10	2724338208263	3	20	37.49	37.48	0.0	0.0%	Paw Patrol Pup Pals Toy Soft Plush Toy 8" Nickelodeon Dog Doll -Skye
2018-08-18 13:52:26	2724457405758	4	1	64.0	63.99	0.0	0.0%	Non-contact Digital Laser Tachometer RPM Meter DT2234C tester Speed
2018-08-18 13:52:37	2724448564747	4	2	26.66	26.65	0.0	0.0%	Digital PH Meter 3 in 1 plants Flowers Soil Water Light Tester Sensor Monitor for Aquarium Indoor Garden Plant Flowers PH meter
2018-08-18 13:52:52	2724339631305	4	3	30.97	30.96	0.0	0.0%	Premium Flexible Silicone Round Spheres Ice Tray- Molds 4 X 4.5cm Round Ice Ball Spheres
2018-08-18 13:53:03	2724463568621	4	4	37.78	37.77	0.0	0.0%	Premium Flexible Silicone Round Spheres Ice Tray- Molds 4 X 4.5cm Round Ice Ball Spheres
2018-08-18 13:53:25	2724465113195	4	5	21.79	21.78	0.0	0.0%	Acquarium joyful accessory Luminous fish tank Landscaping Decoration Simulation fluorescent jellyfish floating soft jelly fish Imitation fish-voc,pink
2018-08-18 13:53:52	2724278416254	4	7	10.98	10.97	0.0	0.0%	10 x Wearable Salon DIY Nail Acrylic UV Gel Polish Remover Soak Soakers Cap Tool
2018-08-18 13:54:05	2724607289306	4	8	38.78	38.76	0.01	0.0%	8 pcs Jurassic Park World Dinosaur Puzzle toy building blocks toys for children
2018-08-18 13:54:16	2724454538275	4	9	84.57	84.56	0.0	0.0%	Head bed baby nursing breastfeeding u shape pillow - Panda Pattern
2018-08-18 13:54:29	2724330742086	4	10	41.97	41.96	0.0	0.0%	Educational Toy Math for children ,Multi Color
2018-08-18 13:54:50	2724318377453	4	11	14.49	14.48	0.0	0.0%	Mirror Wall Clock 3d Decorative Wall Clocks Diy Wall Watches Home Decor
2018-08-18 13:55:18	2724338111662	4	12	69.98	69.97	0.0	0.0%	Metal Grab Handle for 2 Door Jeep Wrangler JK
2018-08-18 13:55:34	2724328998341	4	14	90.26	90.25	0.0	0.0%	Funny Skeleton Coin Bank Moneybox
2018-08-18 13:55:51	2724353579089	4	16	15.96	15.95	0.0	0.0%	Silicon Sports Bracelet Strap Band for Apple Watch Series 2 / 1 42MM blue
2018-08-18 13:56:09	2724444038945	4	17	34.4	34.39	0.0	0.0%	Wooden FIshing Sets Educational Toys
2018-08-18 13:56:26	2724467666330	4	18	110.0	109.99	0.0	0.0%	For Garmin Fenix 5 Band quick fit 22mm soft Silicone Watch Strap for Garmin Fenix 5 - Black
2018-08-18 13:56:42	2724324127936	4	19	34.97	34.96	0.0	0.0%	minecraft Steve plush toy doll
2018-08-18 13:57:09	2724327683804	4	20	46.97	46.96	0.0	0.0%	Riding Gloves outdoor sports fitness protective non slip semi finger gloves
2018-08-18 13:57:25	2724463501147	5	1	57.86	57.85	0.0	0.0%	Kemei KM-2209 Professional Electronic Hair Straightener Hair Curler 2 in 1 Irons 90W Hairstyling Portable Flat Straightening Corrugated Curling Styling Tools EU Plug
2018-08-18 13:57:40	2724304925354	5	2	19.5	19.49	0.0	0.0%	Arduino / Raspberry Wifi Serial Transceiver Module with ESP8266 Chip
2018-08-18 13:57:51	2724309933156	5	3	22.9	22.89	0.0	0.0%	USB To RS232 TTL UART PL2303HX Auto Converter USB to COM Cable Module / arduino / raspberry pi
2018-08-19 12:10:10	2724443200893	1	1	122.9	122.89	0.0	0.0%	Eyewear Storage Tray Display Case - 18 Slots Eyeglasses Sunglasses - 18.5 14.25 2.5 Inches
2018-08-19 12:10:30	2724317853149	1	2	31.0	30.99	0.0	0.0%	Fashionable Multi Function crossbody bag for ladies M-8
2018-08-19 12:10:48	2724342438304	1	3	97.0	96.99	0.0	0.0%	Baby Handprint and Footprint Frame Package - Baby Prints Photo Keepsake in White with Non-Toxic Ink Pad
2018-08-19 12:11:05	2724607289306	1	4	38.76	38.74	0.01	0.0%	8 pcs Jurassic Park World Dinosaur Puzzle toy building blocks toys for children
2018-08-19 12:11:33	2724443063092	1	5	40.0	39.99	0.0	0.0%	Cute minions shape hard PC child shoulder bag waterproof school bag toddler travel backpack
2018-08-19 12:12:34	2724615188912	1	7	107.0	106.99	0.0	0.0%	Beauty Portable Nano Facial Steamer Handy Beauty Instrument Atomization Moisturizing and Hydrating
2018-08-19 12:12:54	2724464708057	1	8	57.94	57.93	0.0	0.0%	Vacuum Space Saver Reusable Sealer Storage Bags 50x70cm, With Suction Pump, Pack Of 6
2018-08-19 12:13:09	2724464707777	1	9	62.14	62.13	0.0	0.0%	Vacuum Space Saver Reusable Sealer Storage Bags 70x100cm, With Suction Pump, Pack Of 6
2018-08-19 12:13:31	2724464708446	1	10	41.83	41.82	0.0	0.0%	Vacuum Space Saver Reusable Sealer Storage Bags 60x80cm, With Suction Pump, Pack Of 6
2018-08-19 12:13:42	2724448564747	1	11	26.5	26.49	0.0	0.0%	Digital PH Meter 3 in 1 plants Flowers Soil Water Light Tester Sensor Monitor for Aquarium Indoor Garden Plant Flowers PH meter
2018-08-19 12:14:05	2724304786719	1	12	26.5	26.49	0.0	0.0%	Bucket Hat Boonie Hunting Fishing Outdoor Cap
2018-08-19 12:14:39	2724454538275	1	13	84.54	84.53	0.0	0.0%	Head bed baby nursing breastfeeding u shape pillow - Panda Pattern
2018-08-19 12:14:59	2724330742086	1	14	41.94	41.93	0.0	0.0%	Educational Toy Math for children ,Multi Color
2018-08-19 12:15:12	2724455510171	1	15	43.9	43.89	0.0	0.0%	Newborn Baby Aviator Handmade Crochet Knitted Photography Props Outfit
2018-08-19 12:15:31	2724312230778	1	16	14.41	14.4	0.0	0.0%	Digital LCD Display Temperature Humidity Meter Hygrometer Clock Calendar HTC-1
2018-08-19 12:15:49	2724465113195	1	17	19.89	19.88	0.0	0.0%	Acquarium joyful accessory Luminous fish tank Landscaping Decoration Simulation fluorescent jellyfish floating soft jelly fish Imitation fish-voc,pink
2018-08-19 12:16:09	2724570036075	1	18	35.47	35.46	0.0	0.0%	Small Pet Portable Breathable Outgoing Bag with Shoulder Strap Travel Handbag Backpack for Hedgehog Hamster Mouse Rat Sugar Glider Squirrel Chinchilla Rabbit
2018-08-19 12:16:25	2724555297521	1	19	43.0	42.99	0.0	0.0%	PIR Motion Sensor 3.28ft LED Strip Light Rope,LNGOOR DIY Night Lights Flexible Closet Light 60 LEDs for Wardrobe Cabinet Hallway Cupord Stairs Car
2018-08-19 12:16:38	2724542394653	1	20	68.9	68.89	0.0	0.0%	AmanStino Solid Yellow Pet Apparel
2018-08-19 12:16:57	2724542391935	2	1	68.9	68.89	0.0	0.0%	AmanStino Fair Maiden Dress Pet Apparel
2018-08-19 12:17:19	2724542392895	2	2	68.9	68.89	0.0	0.0%	AmanStino Wacky Stitch Pet Apparel
2018-08-19 12:17:40	2724542393960	2	3	68.9	68.89	0.0	0.0%	AmanStino Dog Sweethearts Suspenders
2018-08-19 12:18:15	2724538946330	2	4	66.39	66.38	0.0	0.0%	Book Design Earring Organizer
2018-08-19 12:18:34	2724297848050	2	5	24.4	24.39	0.0	0.0%	Gym Training Sports Fitness Weightlifting Wrist Wrap Gloves (L,black/blue)
2018-08-19 12:18:58	2724537143068	2	6	67.69	67.68	0.0	0.0%	Cat Kitty Toilet Potty Training Seat Litter Trainer Tray Kit - Blue/White
2018-08-19 12:19:31	2724457405758	2	7	63.89	63.88	0.0	0.0%	Non-contact Digital Laser Tachometer RPM Meter DT2234C tester Speed
2018-08-19 12:19:54	2724530523942	2	8	55.99	55.98	0.0	0.0%	Runaway Clocky LCD Display Running Clock Alarm With Moving Wheels
2018-08-19 12:20:17	2724527085026	2	9	72.82	72.81	0.0	0.0%	Metal Practice Butterfly Style Knife Trainer Tool H007
2018-08-19 12:35:56	2724527085026	1	1	72.81	72.8	0.0	0.0%	Metal Practice Butterfly Style Knife Trainer Tool H007
2018-08-19 12:36:09	2724530523942	1	2	55.98	55.97	0.0	0.0%	Runaway Clocky LCD Display Running Clock Alarm With Moving Wheels
2018-08-19 12:36:20	2724457405758	1	3	63.88	63.87	0.0	0.0%	Non-contact Digital Laser Tachometer RPM Meter DT2234C tester Speed
2018-08-19 12:36:33	2724537143068	1	4	67.68	67.67	0.0	0.0%	Cat Kitty Toilet Potty Training Seat Litter Trainer Tray Kit - Blue/White
2018-08-19 12:36:58	2724538946330	1	6	66.38	66.37	0.0	0.0%	Book Design Earring Organizer
2018-08-19 12:37:16	2724542393960	1	7	68.89	68.88	0.0	0.0%	AmanStino Dog Sweethearts Suspenders
2018-08-19 12:37:29	2724542392895	1	8	68.89	68.88	0.0	0.0%	AmanStino Wacky Stitch Pet Apparel
2018-08-19 12:37:51	2724542391935	1	9	68.89	68.88	0.0	0.0%	AmanStino Fair Maiden Dress Pet Apparel
2018-08-19 12:38:14	2724542394653	1	10	68.89	68.88	0.0	0.0%	AmanStino Solid Yellow Pet Apparel
2018-08-19 12:38:33	2724555297521	1	11	42.99	42.98	0.0	0.0%	PIR Motion Sensor 3.28ft LED Strip Light Rope,LNGOOR DIY Night Lights Flexible Closet Light 60 LEDs for Wardrobe Cabinet Hallway Cupord Stairs Car
2018-08-19 12:38:51	2724570036075	1	12	35.46	35.45	0.0	0.0%	Small Pet Portable Breathable Outgoing Bag with Shoulder Strap Travel Handbag Backpack for Hedgehog Hamster Mouse Rat Sugar Glider Squirrel Chinchilla Rabbit
2018-08-19 12:39:18	2724465113195	1	13	19.88	19.87	0.0	0.0%	Acquarium joyful accessory Luminous fish tank Landscaping Decoration Simulation fluorescent jellyfish floating soft jelly fish Imitation fish-voc,pink
2018-08-19 12:39:32	2724312230778	1	14	14.4	14.39	0.0	0.0%	Digital LCD Display Temperature Humidity Meter Hygrometer Clock Calendar HTC-1
2018-08-19 12:39:51	2724455510171	1	15	43.89	43.88	0.0	0.0%	Newborn Baby Aviator Handmade Crochet Knitted Photography Props Outfit
2018-08-19 12:40:15	2724330742086	1	16	41.93	41.92	0.0	0.0%	Educational Toy Math for children ,Multi Color
2018-08-19 12:40:27	2724454538275	1	17	84.53	84.52	0.0	0.0%	Head bed baby nursing breastfeeding u shape pillow - Panda Pattern
2018-08-19 12:40:45	2724304786719	1	18	26.49	26.48	0.0	0.0%	Bucket Hat Boonie Hunting Fishing Outdoor Cap
2018-08-19 12:41:06	2724448564747	1	19	26.49	26.48	0.0	0.0%	Digital PH Meter 3 in 1 plants Flowers Soil Water Light Tester Sensor Monitor for Aquarium Indoor Garden Plant Flowers PH meter
2018-08-19 12:41:34	2724464708446	1	20	41.82	41.81	0.0	0.0%	Vacuum Space Saver Reusable Sealer Storage Bags 60x80cm, With Suction Pump, Pack Of 6
2018-08-19 12:42:12	2724601870302	2	1	25.68	25.67	0.0	0.0%	Facial Hair Remover Portable Epilator for Women - Rose Gold
2018-08-19 12:42:37	2724442893287	2	2	68.45	68.44	0.0	0.0%	15 Hooks Stainless Steel Coat Robe Hat Clothes Wall Mount Hook Hanger Towel Rack
2018-08-19 12:42:57	2724464707777	2	3	62.13	62.12	0.0	0.0%	Vacuum Space Saver Reusable Sealer Storage Bags 70x100cm, With Suction Pump, Pack Of 6
2018-08-19 12:43:10	2724464708057	2	4	57.93	57.92	0.0	0.0%	Vacuum Space Saver Reusable Sealer Storage Bags 50x70cm, With Suction Pump, Pack Of 6
2018-08-19 12:43:42	2724443063092	2	6	39.99	39.98	0.0	0.0%	Cute minions shape hard PC child shoulder bag waterproof school bag toddler travel backpack
2018-08-19 12:44:21	2724342438304	2	8	96.99	96.98	0.0	0.0%	Baby Handprint and Footprint Frame Package - Baby Prints Photo Keepsake in White with Non-Toxic Ink Pad
2018-08-19 12:44:36	2724317853149	2	9	30.99	30.98	0.0	0.0%	Fashionable Multi Function crossbody bag for ladies M-8
2018-08-19 12:44:50	2724443200893	2	10	122.89	122.88	0.0	0.0%	Eyewear Storage Tray Display Case - 18 Slots Eyeglasses Sunglasses - 18.5 14.25 2.5 Inches
2018-08-19 12:45:24	2724511971601	2	12	31.89	31.88	0.0	0.0%	Sand Beach Mesh Storage Bag For Kids Summer Beach Shell Toys Clothes Tote Bags
2018-08-19 12:45:43	2724488346310	2	13	29.99	29.98	0.0	0.0%	3 in 1 Digital Garden Soil Tester Moisture Themometer Sunlight Ph Meter Temperature Tester
2018-08-19 12:46:01	2724496116455	2	14	45.01	45.0	0.0	0.0%	Jinbaolai Black Leather For Men - Card & ID Cases
2018-08-19 12:48:22	2724464707777	1	9	62.12	62.11	0.0	0.0%	Vacuum Space Saver Reusable Sealer Storage Bags 70x100cm, With Suction Pump, Pack Of 6
2018-08-19 12:49:45	2724464708446	1	12	41.81	41.8	0.0	0.0%	Vacuum Space Saver Reusable Sealer Storage Bags 60x80cm, With Suction Pump, Pack Of 6
2018-08-19 12:49:57	2724448564747	1	13	26.48	26.47	0.0	0.0%	Digital PH Meter 3 in 1 plants Flowers Soil Water Light Tester Sensor Monitor for Aquarium Indoor Garden Plant Flowers PH meter
2018-08-19 12:50:10	2724304786719	1	14	26.48	26.47	0.0	0.0%	Bucket Hat Boonie Hunting Fishing Outdoor Cap
2018-08-19 12:50:36	2724330742086	1	16	41.92	41.91	0.0	0.0%	Educational Toy Math for children ,Multi Color
2018-08-19 12:50:50	2724455510171	1	17	43.88	43.87	0.0	0.0%	Newborn Baby Aviator Handmade Crochet Knitted Photography Props Outfit
2018-08-19 12:51:03	2724312230778	1	18	14.39	14.38	0.0	0.0%	Digital LCD Display Temperature Humidity Meter Hygrometer Clock Calendar HTC-1
2018-08-19 12:51:17	2724465113195	1	19	19.87	19.86	0.0	0.0%	Acquarium joyful accessory Luminous fish tank Landscaping Decoration Simulation fluorescent jellyfish floating soft jelly fish Imitation fish-voc,pink
2018-08-19 12:51:29	2724570036075	1	20	35.45	35.44	0.0	0.0%	Small Pet Portable Breathable Outgoing Bag with Shoulder Strap Travel Handbag Backpack for Hedgehog Hamster Mouse Rat Sugar Glider Squirrel Chinchilla Rabbit
2018-08-19 12:52:57	2724304786719	1	5	26.47	26.46	0.0	0.0%	Bucket Hat Boonie Hunting Fishing Outdoor Cap
2018-08-19 12:53:48	2724496116455	1	9	45.0	44.99	0.0	0.0%	Jinbaolai Black Leather For Men - Card & ID Cases
2018-08-19 12:54:00	2724488346310	1	10	29.98	29.97	0.0	0.0%	3 in 1 Digital Garden Soil Tester Moisture Themometer Sunlight Ph Meter Temperature Tester
2018-08-19 12:54:25	2724511971601	1	11	31.88	31.87	0.0	0.0%	Sand Beach Mesh Storage Bag For Kids Summer Beach Shell Toys Clothes Tote Bags
2018-08-19 12:54:40	2724443200893	1	12	122.88	122.87	0.0	0.0%	Eyewear Storage Tray Display Case - 18 Slots Eyeglasses Sunglasses - 18.5 14.25 2.5 Inches
2018-08-19 12:54:54	2724317853149	1	13	30.98	30.97	0.0	0.0%	Fashionable Multi Function crossbody bag for ladies M-8
2018-08-19 12:55:06	2724342438304	1	14	96.98	96.97	0.0	0.0%	Baby Handprint and Footprint Frame Package - Baby Prints Photo Keepsake in White with Non-Toxic Ink Pad
2018-08-19 12:55:18	2724443063092	1	15	39.98	39.97	0.0	0.0%	Cute minions shape hard PC child shoulder bag waterproof school bag toddler travel backpack
2018-08-19 12:55:32	2724464708057	1	16	57.92	57.91	0.0	0.0%	Vacuum Space Saver Reusable Sealer Storage Bags 50x70cm, With Suction Pump, Pack Of 6
2018-08-19 12:55:47	2724442893287	1	17	68.44	68.43	0.0	0.0%	15 Hooks Stainless Steel Coat Robe Hat Clothes Wall Mount Hook Hanger Towel Rack
2018-08-19 12:56:14	2724464708446	1	19	41.8	41.79	0.0	0.0%	Vacuum Space Saver Reusable Sealer Storage Bags 60x80cm, With Suction Pump, Pack Of 6
2018-08-19 12:56:28	2724454538275	1	20	84.52	84.51	0.0	0.0%	Head bed baby nursing breastfeeding u shape pillow - Panda Pattern
2018-08-19 12:56:44	2724465113195	2	1	19.86	19.85	0.0	0.0%	Acquarium joyful accessory Luminous fish tank Landscaping Decoration Simulation fluorescent jellyfish floating soft jelly fish Imitation fish-voc,pink
2018-08-19 12:56:57	2724555297521	2	2	42.98	42.97	0.0	0.0%	PIR Motion Sensor 3.28ft LED Strip Light Rope,LNGOOR DIY Night Lights Flexible Closet Light 60 LEDs for Wardrobe Cabinet Hallway Cupord Stairs Car
2018-08-19 12:57:11	2724542394653	2	3	68.88	68.87	0.0	0.0%	AmanStino Solid Yellow Pet Apparel
2018-08-19 12:57:24	2724542391935	2	4	68.88	68.87	0.0	0.0%	AmanStino Fair Maiden Dress Pet Apparel
2018-08-19 12:57:36	2724542392895	2	5	68.88	68.87	0.0	0.0%	AmanStino Wacky Stitch Pet Apparel
2018-08-19 12:57:49	2724542393960	2	6	68.88	68.87	0.0	0.0%	AmanStino Dog Sweethearts Suspenders
2018-08-19 12:58:02	2724538946330	2	7	66.37	66.36	0.0	0.0%	Book Design Earring Organizer
2018-08-19 12:58:15	2724537143068	2	8	67.67	67.66	0.0	0.0%	Cat Kitty Toilet Potty Training Seat Litter Trainer Tray Kit - Blue/White
2018-08-19 12:58:33	2724457405758	2	9	63.87	63.86	0.0	0.0%	Non-contact Digital Laser Tachometer RPM Meter DT2234C tester Speed
2018-08-19 12:58:46	2724530523942	2	10	55.97	55.96	0.0	0.0%	Runaway Clocky LCD Display Running Clock Alarm With Moving Wheels
2018-08-19 12:59:00	2724527085026	2	11	72.8	72.79	0.0	0.0%	Metal Practice Butterfly Style Knife Trainer Tool H007
2018-08-19 13:00:25	2724278416254	2	16	10.5	10.49	0.0	0.0%	10 x Wearable Salon DIY Nail Acrylic UV Gel Polish Remover Soak Soakers Cap Tool
2018-08-19 13:01:00	2724470472034	2	17	40.55	40.54	0.0	0.0%	Brown Cowboy Hat For Men
